dataset,feature,operator,quantile,cutpoint,horizon_bars,direction,hour_start,hour_width,execution,y2025_quarters,confirmation_bh_q,neighbor_stress,y2024.n_selected,y2024.n_baseline,y2024.selected_mean_atr,y2024.baseline_mean_atr,y2024.edge_atr,y2024.p_fast,y2025_fast.n_selected,y2025_fast.n_baseline,y2025_fast.selected_mean_atr,y2025_fast.baseline_mean_atr,y2025_fast.edge_atr,y2025_fast.p_fast,y2025_hac.n_selected,y2025_hac.n_baseline,y2025_hac.edge_atr,y2025_hac.hac_lag,y2025_hac.hac_se,y2025_hac.hac_z,y2025_hac.p_hac
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret1,lt,0.3,-0.32149726575184057,3,1,20.0,6.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 4852, 'n_baseline': 13597, 'selected_mean_atr': 0.07109943994532927, 'baseline_mean_atr': 0.02036196435984582, 'edge_atr': 0.05073747558548346, 'p_fast': 0.014915926672519403}, {'n_selected': 5232, 'n_baseline': 13651, 'selected_mean_atr': 0.0885344070522376, 'baseline_mean_atr': 0.012074156694850765, 'edge_atr': 0.07646025035738684, 'p_fast': 0.004332849674322497}, {'n_selected': 5323, 'n_baseline': 14169, 'selected_mean_atr': 0.04880288740443011, 'baseline_mean_atr': -0.017939764997198043, 'edge_atr': 0.06674265240162816, 'p_fast': 0.0017067219304370013}, {'n_selected': 5276, 'n_baseline': 13771, 'selected_mean_atr': 0.020355353200044488, 'baseline_mean_atr': 0.018206712600756014, 'edge_atr': 0.0021486405992884733, 'p_fast': 0.9182280249004845}]",0.003303594867133251,"[{'quantile': 0.2, 'cutpoint': -0.5393144842412559, 'y2025_edge': {'n_selected': 13177, 'n_baseline': 62694, 'selected_mean_atr': 0.06623629635655925, 'baseline_mean_atr': 0.011815891277966362, 'edge_atr': 0.054420405078592894, 'p_fast': 8.78970655876887e-05}}]",20557,55601,0.05169184705307083,0.00566189966155011,0.04602994739152072,1.9094355712903117e-05,20683,55188,0.05682730326593149,0.007940531481879091,0.048886771784052395,1.5638394344759295e-05,20683,55188,0.048886771784052395,48,0.011571667542045439,4.224695499280741,2.3926406916174402e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret24,gt,0.95,5.006526644610674,48,-1,2.0,2.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 31, 'n_baseline': 1481, 'selected_mean_atr': 2.584937935829785, 'baseline_mean_atr': -0.6692344556995742, 'edge_atr': 3.2541723915293588, 'p_fast': 2.854599233505019e-09}, {'n_selected': 52, 'n_baseline': 1484, 'selected_mean_atr': 1.3812082895341395, 'baseline_mean_atr': -0.20440580066760416, 'edge_atr': 1.5856140902017437, 'p_fast': 0.003261801301328591}, {'n_selected': 32, 'n_baseline': 1552, 'selected_mean_atr': 2.4458510961847395, 'baseline_mean_atr': -0.37619172492414493, 'edge_atr': 2.8220428211088846, 'p_fast': 1.0067036904650246e-06}, {'n_selected': 59, 'n_baseline': 1501, 'selected_mean_atr': 0.5830988758005062, 'baseline_mean_atr': -0.3469331454776672, 'edge_atr': 0.9300320212781734, 'p_fast': 0.009147139046658412}]",0.004176704544860895,"[{'quantile': 0.9, 'cutpoint': 3.919888409674747, 'y2025_edge': {'n_selected': 395, 'n_baseline': 5797, 'selected_mean_atr': 0.9210160778376524, 'baseline_mean_atr': -0.4309549802406897, 'edge_atr': 1.351971058078342, 'p_fast': 2.948336745550352e-12}}]",132,6084,1.206934498105969,-0.4070524359669559,1.613986934072925,4.19964643770184e-07,174,6018,1.5208389414749433,-0.3986491601073523,1.9194881015822955,3.4061903931770714e-14,174,6018,1.9194881015822955,96,0.46191950109740054,4.1554601981992345,3.2463345694025676e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret3,lt,0.2,-0.9462237703884652,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 16008, 'n_baseline': 70464, 'selected_mean_atr': 0.04989347592127996, 'baseline_mean_atr': 0.015142370771059474, 'edge_atr': 0.034751105150220486, 'p_fast': 0.0027314779143210012}, {'n_selected': 17098, 'n_baseline': 70837, 'selected_mean_atr': 0.03873284846691148, 'baseline_mean_atr': -0.002311571083310746, 'edge_atr': 0.04104441955022223, 'p_fast': 0.00041697292634011523}, {'n_selected': 17276, 'n_baseline': 73484, 'selected_mean_atr': 0.04201266949095245, 'baseline_mean_atr': 0.0071351612215610925, 'edge_atr': 0.03487750826939136, 'p_fast': 0.0019033444898105564}, {'n_selected': 16368, 'n_baseline': 72876, 'selected_mean_atr': 0.025210225254988915, 'baseline_mean_atr': 0.011297661292261398, 'edge_atr': 0.013912563962727517, 'p_fast': 0.2322346015924123}]",0.004176704544860895,"[{'quantile': 0.1, 'cutpoint': -1.4876935651530838, 'y2025_edge': {'n_selected': 32468, 'n_baseline': 321943, 'selected_mean_atr': 0.05142894052888734, 'baseline_mean_atr': 0.009879083609104807, 'edge_atr': 0.04154985691978254, 'p_fast': 5.380213012542409e-07}}, {'quantile': 0.3, 'cutpoint': -0.5695717953480864, 'y2025_edge': {'n_selected': 102769, 'n_baseline': 251642, 'selected_mean_atr': 0.027651273369713784, 'baseline_mean_atr': 0.007981986085493787, 'edge_atr': 0.019669287284219995, 'p_fast': 5.2449320249464384e-05}}]",71174,284694,0.03294405447204823,0.0064940003053354225,0.026450054166712804,2.771922345167499e-06,66750,287661,0.038942334842463754,0.007824820899334593,0.03111751394312916,6.633862321270987e-08,66750,287661,0.03111751394312916,48,0.007487508890030618,4.155923472032353,3.239762623451007e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma5,lt,0.2,-0.5950180300062212,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 15708, 'n_baseline': 69873, 'selected_mean_atr': 0.052773887853655894, 'baseline_mean_atr': 0.014884256886813914, 'edge_atr': 0.03788963096684198, 'p_fast': 0.001257707076485744}, {'n_selected': 17019, 'n_baseline': 70015, 'selected_mean_atr': 0.042528948498575726, 'baseline_mean_atr': -0.0032178024075419503, 'edge_atr': 0.04574675090611768, 'p_fast': 8.014999656336415e-05}, {'n_selected': 17056, 'n_baseline': 72813, 'selected_mean_atr': 0.04101923117819309, 'baseline_mean_atr': 0.008605523087648902, 'edge_atr': 0.03241370809054418, 'p_fast': 0.004219620955581901}, {'n_selected': 16070, 'n_baseline': 72453, 'selected_mean_atr': 0.022827485523082086, 'baseline_mean_atr': 0.011894501144500223, 'edge_atr': 0.010932984378581864, 'p_fast': 0.3520342236127871}]",0.004176704544860895,"[{'quantile': 0.1, 'cutpoint': -0.9408859569161797, 'y2025_edge': {'n_selected': 31911, 'n_baseline': 319096, 'selected_mean_atr': 0.051516068996732854, 'baseline_mean_atr': 0.010274037645005542, 'edge_atr': 0.04124203135172731, 'p_fast': 6.595032388796728e-07}}, {'quantile': 0.3, 'cutpoint': -0.35630375653676905, 'y2025_edge': {'n_selected': 101517, 'n_baseline': 249490, 'selected_mean_atr': 0.029098301238012186, 'baseline_mean_atr': 0.00788954005108881, 'edge_atr': 0.021208761186923376, 'p_fast': 1.3017788049968493e-05}}]",70471,281888,0.03516611375843534,0.006786021797357807,0.028380091961077533,1.0844472266604428e-06,65853,285154,0.039773952655667584,0.008076686597037927,0.03169726605862966,4.6111737619947175e-08,65853,285154,0.03169726605862966,48,0.007620113300741955,4.159684352139929,3.186877079693463e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret1,lt,0.05,-1.136053748714633,3,1,10.0,6.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 1029, 'n_baseline': 21567, 'selected_mean_atr': 0.09165063468583474, 'baseline_mean_atr': 0.021988155362270556, 'edge_atr': 0.06966247932356419, 'p_fast': 0.11900160525737277}, {'n_selected': 1110, 'n_baseline': 21569, 'selected_mean_atr': 0.09665749702168465, 'baseline_mean_atr': -0.0067901512349200915, 'edge_atr': 0.10344764825660474, 'p_fast': 0.01988598948495302}, {'n_selected': 1185, 'n_baseline': 22245, 'selected_mean_atr': 0.1118456152211415, 'baseline_mean_atr': 0.0038111278653370968, 'edge_atr': 0.10803448735580441, 'p_fast': 0.008974384733225893}, {'n_selected': 1031, 'n_baseline': 22291, 'selected_mean_atr': 0.11174089783824022, 'baseline_mean_atr': 0.017902798047394107, 'edge_atr': 0.09383809979084612, 'p_fast': 0.054859267011322335}]",0.004792968110190911,"[{'quantile': 0.1, 'cutpoint': -0.8594274790148229, 'y2025_edge': {'n_selected': 8908, 'n_baseline': 83119, 'selected_mean_atr': 0.06954065380216705, 'baseline_mean_atr': 0.007717654035483486, 'edge_atr': 0.06182299976668356, 'p_fast': 5.4571516574122125e-05}}]",4905,87477,0.07648664957663871,0.00733066377571553,0.06915598580092318,0.0026191583827696223,4355,87672,0.10317801251299019,0.009257363643477774,0.09392064886951242,2.6494565387373127e-05,4355,87672,0.09392064886951242,48,0.022803413197491428,4.1187101271244995,3.809990548641424e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma5,lt,0.2,-0.5950180300062212,3,1,20.0,6.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 3024, 'n_baseline': 15302, 'selected_mean_atr': 0.1424531226160853, 'baseline_mean_atr': 0.012498638159060717, 'edge_atr': 0.1299544844570246, 'p_fast': 7.540143045112628e-07}, {'n_selected': 3320, 'n_baseline': 15466, 'selected_mean_atr': 0.1066407732100508, 'baseline_mean_atr': 0.020149174769745395, 'edge_atr': 0.0864915984403054, 'p_fast': 0.0022546707316526394}, {'n_selected': 3297, 'n_baseline': 16115, 'selected_mean_atr': 0.042969947072728, 'baseline_mean_atr': -0.00536659743062893, 'edge_atr': 0.04833654450335693, 'p_fast': 0.07671389382653945}, {'n_selected': 3190, 'n_baseline': 15745, 'selected_mean_atr': 0.04818327757489914, 'baseline_mean_atr': 0.013707554178629565, 'edge_atr': 0.03447572339626957, 'p_fast': 0.19938394150181743}]",0.004828485226524307,"[{'quantile': 0.1, 'cutpoint': -0.9408859569161797, 'y2025_edge': {'n_selected': 6228, 'n_baseline': 69231, 'selected_mean_atr': 0.10846984785859648, 'baseline_mean_atr': 0.014977047701095618, 'edge_atr': 0.09349280015750086, 'p_fast': 8.664029789443295e-07}}, {'quantile': 0.3, 'cutpoint': -0.35630375653676905, 'y2025_edge': {'n_selected': 20310, 'n_baseline': 55149, 'selected_mean_atr': 0.05944588230845466, 'baseline_mean_atr': 0.009158467645345805, 'edge_atr': 0.05028741466310886, 'p_fast': 8.726678018074283e-06}}]",13248,62495,0.0642035094827923,0.009522466410582157,0.05468104307221014,4.465297492864133e-05,12831,62628,0.08418690521480189,0.010094909961147836,0.07409199525365405,5.331666095330843e-08,12831,62628,0.07409199525365405,48,0.01801875318699562,4.111937961785683,3.923517407173964e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma5,lt,0.05,-1.2275741429312652,3,1,12.0,6.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 1068, 'n_baseline': 21605, 'selected_mean_atr': 0.05082492817702093, 'baseline_mean_atr': 0.006534666144000548, 'edge_atr': 0.04429026203302038, 'p_fast': 0.35058698761195634}, {'n_selected': 1178, 'n_baseline': 21826, 'selected_mean_atr': 0.16150981789901778, 'baseline_mean_atr': -0.015412185423906148, 'edge_atr': 0.17692200332292393, 'p_fast': 8.623802358101497e-05}, {'n_selected': 1122, 'n_baseline': 22636, 'selected_mean_atr': 0.18066393637209036, 'baseline_mean_atr': 0.011357892036545346, 'edge_atr': 0.169306044335545, 'p_fast': 0.00019005034726280527}, {'n_selected': 1157, 'n_baseline': 22243, 'selected_mean_atr': 0.05716453103693384, 'baseline_mean_atr': -0.0036603181944061584, 'edge_atr': 0.06082484923134, 'p_fast': 0.17802875838163568}]",0.007697672804106783,"[{'quantile': 0.1, 'cutpoint': -0.939361634893947, 'y2025_edge': {'n_selected': 8902, 'n_baseline': 83933, 'selected_mean_atr': 0.054534128774187736, 'baseline_mean_atr': 0.00010004364158936756, 'edge_atr': 0.05443408513259837, 'p_fast': 0.0005535046122555616}}]",4874,88366,0.1106721333243628,2.192474091147738e-05,0.11065020858345133,3.5580206033956164e-07,4525,88310,0.11345500282813681,-0.000221086065903968,0.11367608889404078,6.719777136702344e-07,4525,88310,0.11367608889404078,48,0.028434012641657007,3.9978911990599806,6.390931315898583e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma5,lt,0.3,-0.35594980338543797,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 24685, 'n_baseline': 61787, 'selected_mean_atr': 0.045812008316031626, 'baseline_mean_atr': 0.011892750113754414, 'edge_atr': 0.03391925820227721, 'p_fast': 0.00041813689762320417}, {'n_selected': 26053, 'n_baseline': 61882, 'selected_mean_atr': 0.031750179261039777, 'baseline_mean_atr': -0.005311365793431049, 'edge_atr': 0.037061545054470825, 'p_fast': 0.00017598823603722145}, {'n_selected': 26490, 'n_baseline': 64270, 'selected_mean_atr': 0.030517115950251868, 'baseline_mean_atr': 0.006873077078088034, 'edge_atr': 0.023644038872163833, 'p_fast': 0.012512576256552032}, {'n_selected': 25265, 'n_baseline': 63979, 'selected_mean_atr': 0.018194045800701383, 'baseline_mean_atr': 0.012133618283402054, 'edge_atr': 0.0060604275172993285, 'p_fast': 0.5303045868705595}]",0.00822063879774888,"[{'quantile': 0.2, 'cutpoint': -0.5942933079074384, 'y2025_edge': {'n_selected': 66531, 'n_baseline': 287880, 'selected_mean_atr': 0.043070249351029044, 'baseline_mean_atr': 0.00689450429305485, 'edge_atr': 0.0361757450579742, 'p_fast': 3.437859450627951e-10}}]",106759,249109,0.026363021233568037,0.005536023475852872,0.020826997757715165,1.8603042810005095e-05,102493,251918,0.03147656731919255,0.0064472123516856345,0.02502935496750692,2.1584529084626776e-07,102493,251918,0.02502935496750692,48,0.006293057992917372,3.977296092881494,6.97033496364505e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma50,lt,0.05,-4.167788533092078,12,1,20.0,6.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 555, 'n_baseline': 17771, 'selected_mean_atr': 0.6638272065927515, 'baseline_mean_atr': 0.1494887999820493, 'edge_atr': 0.5143384066107022, 'p_fast': 1.55597514340303e-07}, {'n_selected': 681, 'n_baseline': 18105, 'selected_mean_atr': 0.5210372391009743, 'baseline_mean_atr': 0.14586722208874306, 'edge_atr': 0.3751700170122313, 'p_fast': 0.00015968568240973263}, {'n_selected': 881, 'n_baseline': 18531, 'selected_mean_atr': 0.48224954866637026, 'baseline_mean_atr': 0.01931136763409302, 'edge_atr': 0.46293818103227724, 'p_fast': 3.1024226360173216e-07}, {'n_selected': 452, 'n_baseline': 18474, 'selected_mean_atr': 0.5191573015534522, 'baseline_mean_atr': 0.08691372166227132, 'edge_atr': 0.4322435798911809, 'p_fast': 0.011151276057622462}]",0.008264328768158866,"[{'quantile': 0.1, 'cutpoint': -3.2269499848871783, 'y2025_edge': {'n_selected': 5647, 'n_baseline': 69803, 'selected_mean_atr': 0.4186093009048339, 'baseline_mean_atr': 0.08996575015354992, 'edge_atr': 0.328643550751284, 'p_fast': 1.0677492874242393e-17}}]",3104,72630,0.3898821103280688,0.07104254267133919,0.3188395676567296,4.035115552715713e-10,2569,72881,0.5382527879190242,0.09962808644247294,0.43862470147655125,1.0822045727235404e-15,2569,72881,0.43862470147655125,48,0.11045347821616447,3.9711262022743625,7.1533670665922e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,rsi7,lt,0.2,36.14420437413335,3,1,20.0,6.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 3193, 'n_baseline': 15133, 'selected_mean_atr': 0.1165485863066859, 'baseline_mean_atr': 0.016513101686627965, 'edge_atr': 0.10003548462005793, 'p_fast': 0.00012396536312477528}, {'n_selected': 3212, 'n_baseline': 15574, 'selected_mean_atr': 0.09446047671875149, 'baseline_mean_atr': 0.02326104101872488, 'edge_atr': 0.07119943570002661, 'p_fast': 0.0148942444799388}, {'n_selected': 3519, 'n_baseline': 15893, 'selected_mean_atr': 0.03672633695777358, 'baseline_mean_atr': -0.004659333156119433, 'edge_atr': 0.04138567011389301, 'p_fast': 0.11981822012798257}, {'n_selected': 3145, 'n_baseline': 15790, 'selected_mean_atr': 0.09466923284859241, 'baseline_mean_atr': 0.004546887821255718, 'edge_atr': 0.0901223450273367, 'p_fast': 0.0008641411978196832}]",0.008758656693255791,"[{'quantile': 0.1, 'cutpoint': 28.88023323364652, 'y2025_edge': {'n_selected': 6295, 'n_baseline': 69164, 'selected_mean_atr': 0.10350730217268966, 'baseline_mean_atr': 0.015338148960164371, 'edge_atr': 0.08816915321252529, 'p_fast': 9.002391362697105e-06}}, {'quantile': 0.3, 'cutpoint': 41.61285678575682, 'y2025_edge': {'n_selected': 20437, 'n_baseline': 55022, 'selected_mean_atr': 0.06607869883258871, 'baseline_mean_atr': 0.006578747297740438, 'edge_atr': 0.05949995153484827, 'p_fast': 1.7396276092294934e-07}}]",13666,62077,0.0636463367646983,0.00927692694123423,0.05436940982346407,3.222386912557459e-05,13069,62390,0.0843615735221598,0.009775681960198492,0.0745858915619613,4.530370990769828e-08,13069,62390,0.0745858915619613,48,0.018870866382756053,3.952435995737689,7.735962456505734e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret6,lt,0.05,-2.7079918876634497,1,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 3769, 'n_baseline': 82703, 'selected_mean_atr': 0.026476139237827514, 'baseline_mean_atr': 0.00598524402125324, 'edge_atr': 0.020490895216574274, 'p_fast': 0.16096578164642072}, {'n_selected': 4052, 'n_baseline': 83883, 'selected_mean_atr': 0.02813898680753743, 'baseline_mean_atr': -0.00022901199458742906, 'edge_atr': 0.028367998802124858, 'p_fast': 0.062073750390328655}, {'n_selected': 4071, 'n_baseline': 86689, 'selected_mean_atr': 0.0459605765836522, 'baseline_mean_atr': 0.001839112270257938, 'edge_atr': 0.04412146431339426, 'p_fast': 0.0022310060505898095}, {'n_selected': 3753, 'n_baseline': 85493, 'selected_mean_atr': 0.025545864682262477, 'baseline_mean_atr': 0.0032602465478348956, 'edge_atr': 0.02228561813442758, 'p_fast': 0.15418900469367874}]",0.010304256996282702,"[{'quantile': 0.1, 'cutpoint': -2.0833698210138367, 'y2025_edge': {'n_selected': 31724, 'n_baseline': 322689, 'selected_mean_atr': 0.020606157359061787, 'baseline_mean_atr': 0.0023459852351811967, 'edge_atr': 0.01826017212388059, 'p_fast': 0.00025250485338571574}}]",17794,338076,0.03269597350654125,0.0024272097481974446,0.030268763758343805,9.290490606169574e-06,15645,338768,0.03175371561240606,0.002697853648686324,0.029055861963719735,0.00010431635307308407,15645,338768,0.029055861963719735,48,0.007433821656801659,3.90860358307557,9.283114411065496e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret6,lt,0.05,-2.439851936924246,3,1,20.0,8.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 177, 'n_baseline': 5088, 'selected_mean_atr': 0.2688890318860645, 'baseline_mean_atr': 0.048180850669585586, 'edge_atr': 0.22070818121647892, 'p_fast': 0.008285391365035602}, {'n_selected': 204, 'n_baseline': 5174, 'selected_mean_atr': 0.27810472878580933, 'baseline_mean_atr': 0.04733382325922811, 'edge_atr': 0.23077090552658122, 'p_fast': 0.0015194726128348504}, {'n_selected': 186, 'n_baseline': 5353, 'selected_mean_atr': 0.05710353227497499, 'baseline_mean_atr': 0.009034832917542618, 'edge_atr': 0.048068699357432375, 'p_fast': 0.5722590600221693}, {'n_selected': 140, 'n_baseline': 5285, 'selected_mean_atr': 0.31090688612446576, 'baseline_mean_atr': 0.030208813261993164, 'edge_atr': 0.2806980728624726, 'p_fast': 0.006379872245817494}]",0.010590855878550114,"[{'quantile': 0.1, 'cutpoint': -1.8029724140729548, 'y2025_edge': {'n_selected': 1533, 'n_baseline': 20074, 'selected_mean_atr': 0.1562134277255946, 'baseline_mean_atr': 0.03073957198967369, 'edge_atr': 0.1254738557359209, 'p_fast': 1.746709309006192e-05}}]",695,20962,0.145146318112979,0.03056626386004692,0.11458005425293209,0.008523992854480857,707,20900,0.2241512650307059,0.03340030662427451,0.1907509584064314,6.89429146299045e-06,707,20900,0.1907509584064314,48,0.04900284300866574,3.892650848292592,9.915480684740435e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret3,lt,0.05,-1.947485662303986,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 3754, 'n_baseline': 82718, 'selected_mean_atr': 0.03805740007852745, 'baseline_mean_atr': 0.020827622726190098, 'edge_atr': 0.01722977735233735, 'p_fast': 0.49866478746842335}, {'n_selected': 4142, 'n_baseline': 83793, 'selected_mean_atr': 0.10947330943510017, 'baseline_mean_atr': 0.0005378854388622468, 'edge_atr': 0.10893542399623793, 'p_fast': 4.059297832502624e-06}, {'n_selected': 4144, 'n_baseline': 86616, 'selected_mean_atr': 0.06628576026488231, 'baseline_mean_atr': 0.011261693853251334, 'edge_atr': 0.055024066411630976, 'p_fast': 0.02168909161800028}, {'n_selected': 3950, 'n_baseline': 85294, 'selected_mean_atr': 0.06926187800875311, 'baseline_mean_atr': 0.01128314902776192, 'edge_atr': 0.057978728980991184, 'p_fast': 0.01628195051782992}]",0.010590855878550114,"[{'quantile': 0.1, 'cutpoint': -1.4876935651530838, 'y2025_edge': {'n_selected': 32468, 'n_baseline': 321943, 'selected_mean_atr': 0.05142894052888734, 'baseline_mean_atr': 0.009879083609104807, 'edge_atr': 0.04154985691978254, 'p_fast': 5.380213012542409e-07}}]",17794,338074,0.052224411987350595,0.009655524734282455,0.04256888725306814,0.00014254475762874146,15990,338421,0.07158089657581139,0.010950024139195614,0.060630872436615774,5.890546077487335e-07,15990,338421,0.060630872436615774,48,0.015563525544303366,3.895702953936948,9.791433195604078e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma5,lt,0.1,-0.9408859569161797,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 7550, 'n_baseline': 78031, 'selected_mean_atr': 0.05224183727025558, 'baseline_mean_atr': 0.018897028622818446, 'edge_atr': 0.033344808647437135, 'p_fast': 0.05286952735441799}, {'n_selected': 8260, 'n_baseline': 78774, 'selected_mean_atr': 0.06082335668744077, 'baseline_mean_atr': -4.9447626184404746e-05, 'edge_atr': 0.06087280431362518, 'p_fast': 0.00021472081881698682}, {'n_selected': 8291, 'n_baseline': 81578, 'selected_mean_atr': 0.05874463221855876, 'baseline_mean_atr': 0.010286673047049086, 'edge_atr': 0.048457959171509676, 'p_fast': 0.0023582504527026402}, {'n_selected': 7810, 'n_baseline': 80713, 'selected_mean_atr': 0.033297149091162735, 'baseline_mean_atr': 0.012000288049960017, 'edge_atr': 0.02129686104120272, 'p_fast': 0.2053109245415105}]",0.011323253172404492,"[{'quantile': 0.05, 'cutpoint': -1.2297444717301456, 'y2025_edge': {'n_selected': 16211, 'n_baseline': 334796, 'selected_mean_atr': 0.08087096390085666, 'baseline_mean_atr': 0.010786671281403133, 'edge_atr': 0.07008429261945352, 'p_fast': 8.477393879895205e-09}}, {'quantile': 0.2, 'cutpoint': -0.5950180300062212, 'y2025_edge': {'n_selected': 65853, 'n_baseline': 285154, 'selected_mean_atr': 0.039773952655667584, 'baseline_mean_atr': 0.008076686597037927, 'edge_atr': 0.03169726605862966, 'p_fast': 4.6111737619947175e-08}}]",35236,317123,0.0378930574977882,0.009636291095544092,0.02825676640224411,0.0004950865022155274,31911,319096,0.051516068996732854,0.010274037645005542,0.04124203135172731,6.595032388796728e-07,31911,319096,0.04124203135172731,48,0.010651760833284821,3.871851048594092,0.00010801195394980437
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret3,lt,0.1,-1.4876935651530838,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 7737, 'n_baseline': 78735, 'selected_mean_atr': 0.04756498308635258, 'baseline_mean_atr': 0.019021737504549118, 'edge_atr': 0.028543245581803465, 'p_fast': 0.09424375725172864}, {'n_selected': 8427, 'n_baseline': 79508, 'selected_mean_atr': 0.06537992313677893, 'baseline_mean_atr': -0.0006596459477645861, 'edge_atr': 0.06603956908454352, 'p_fast': 5.895975003874675e-05}, {'n_selected': 8389, 'n_baseline': 82371, 'selected_mean_atr': 0.05165446035444393, 'baseline_mean_atr': 0.009916133073745127, 'edge_atr': 0.0417383272806988, 'p_fast': 0.009991406228993846}, {'n_selected': 7915, 'n_baseline': 81329, 'selected_mean_atr': 0.04011354223193155, 'baseline_mean_atr': 0.01129327354993621, 'edge_atr': 0.02882026868199534, 'p_fast': 0.0836255512691648}]",0.011499906377013262,"[{'quantile': 0.05, 'cutpoint': -1.947485662303986, 'y2025_edge': {'n_selected': 15990, 'n_baseline': 338421, 'selected_mean_atr': 0.07158089657581139, 'baseline_mean_atr': 0.010950024139195614, 'edge_atr': 0.060630872436615774, 'p_fast': 5.890546077487335e-07}}, {'quantile': 0.2, 'cutpoint': -0.9462237703884652, 'y2025_edge': {'n_selected': 66750, 'n_baseline': 287661, 'selected_mean_atr': 0.038942334842463754, 'baseline_mean_atr': 0.007824820899334593, 'edge_atr': 0.03111751394312916, 'p_fast': 6.633862321270987e-08}}]",35587,320281,0.036185855939081475,0.009072711152446228,0.02711314478663525,0.0005476152393601968,32468,321943,0.05142894052888734,0.009879083609104807,0.04154985691978254,5.380213012542409e-07,32468,321943,0.04154985691978254,48,0.010754183918585966,3.863599249774203,0.00011172846683196067
