dataset,feature,operator,quantile,cutpoint,horizon_bars,direction,hour_start,hour_width,confirmation_bh_q,neighbor_stress,y2024.n,y2024.mean_atr,y2024.sd_atr,y2024.p,y2025.n,y2025.mean_atr,y2025.sd_atr,y2025.p,y2025_h1.n,y2025_h1.mean_atr,y2025_h1.sd_atr,y2025_h1.p,y2025_h2.n,y2025_h2.mean_atr,y2025_h2.sd_atr,y2025_h2.p
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma5,lt,0.95,1.120845614175086,48,1,,,9.974596893842853e-140,"[{'quantile': 0.9, 'cutpoint': 0.8436067399314819, 'y2025': {'n': 63238, 'mean_atr': 0.5162992536495725, 'sd_atr': 5.274664507249921, 'p': 8.778085459632613e-134}}]",66910,0.37336950088986864,5.674373859174005,5.810353842950999e-65,66788,0.5187559621116463,5.274588086336211,1.6374807283513128e-142,32910,0.4904635028317423,5.158347140726851,1.141546491444702e-66,33878,0.5462400176905363,5.3850394011569795,8.621253436341404e-78
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,volz,gt,0.05,-1.581167816693506,48,1,,,1.006508647843483e-139,"[{'quantile': 0.1, 'cutpoint': -1.2996623515362944, 'y2025': {'n': 326046, 'mean_atr': 0.24001082826749065, 'sd_atr': 5.532791005695464, 'p': 1.8879416825226878e-135}}]",338046,0.20595082358467795,6.005712780024807,1.8960997457067403e-88,342315,0.24133875814660266,5.555691538962852,1.6916772927325582e-142,168390,0.23540747512634577,5.622046980074024,3.59691160561298e-66,173925,0.24708128364771553,5.490693881260514,1.4074544328969098e-78
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,uwick,lt,0.95,0.6461970506010736,48,1,,,1.2370444356063585e-139,"[{'quantile': 0.9, 'cutpoint': 0.5115115966312687, 'y2025': {'n': 319524, 'mean_atr': 0.2440134993478067, 'sd_atr': 5.551238750778497, 'p': 2.7794815945748172e-136}}]",338078,0.2154537014554163,5.99727403844255,6.803883654021395e-97,337421,0.24330669800793386,5.562783242186555,2.127499811080354e-142,165834,0.2342746639427596,5.647613557070636,5.098338399165748e-64,171587,0.2520359043998173,5.479551630960344,6.22398212970042e-81
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,uwick,gt,0.05,0.0,48,1,,,2.8549576906209465e-139,"[{'quantile': 0.1, 'cutpoint': 0.01169138893398953, 'y2025': {'n': 64802, 'mean_atr': 0.5175020059926194, 'sd_atr': 5.282084168551795, 'p': 2.7239175505281434e-137}}]",65779,0.3452369905000063,5.698481545609249,1.9116321628805575e-54,67338,0.5159852485920688,5.277121504967449,5.021618827311702e-142,33211,0.4853512622669492,5.14379029543513,2.8715269980385386e-66,34127,0.5457969906099301,5.403625023915436,1.0614270347100868e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma50,lt,0.9,3.2316154238280803,48,1,,,3.294931536706019e-139,"[{'quantile': 0.8, 'cutpoint': 2.144559367220334, 'y2025': {'n': 55725, 'mean_atr': 0.48643113837317126, 'sd_atr': 5.262450380738389, 'p': 1.4926022115446902e-105}}, {'quantile': 0.95, 'cutpoint': 4.146601943489513, 'y2025': {'n': 67060, 'mean_atr': 0.530989763961739, 'sd_atr': 5.258607586051728, 'p': 1.0243920575137496e-150}}]",64217,0.39329167583286134,5.64381113235682,8.668933716266266e-70,63024,0.531094891738958,5.256130979684759,5.924282781757227e-142,31054,0.49354187952967693,5.138381675349603,2.8899025844387093e-64,31970,0.5675719402577882,5.367863053331735,1.0253726691208512e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma50,lt,0.9,3.4637538728109556,48,1,,,5.568136333056657e-139,"[{'quantile': 0.8, 'cutpoint': 2.312886941360768, 'y2025': {'n': 282359, 'mean_atr': 0.2553913753808789, 'sd_atr': 5.5468677968589715, 'p': 3.4180865689220203e-132}}, {'quantile': 0.95, 'cutpoint': 4.407380591828296, 'y2025': {'n': 336545, 'mean_atr': 0.2445994268299112, 'sd_atr': 5.566836716422096, 'p': 2.549694476719557e-143}}]",320252,0.2306883095523647,5.985373944828645,1.8151681717750137e-105,318664,0.24961022766891752,5.559533267353984,1.0229143513667248e-141,157165,0.2282193489970205,5.632066822228659,4.537501066379559e-58,161499,0.27042705902062064,5.48796329500597,2.8229622260831634e-87
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret12,lt,0.95,3.5386905818932086,48,1,,,1.1602403521026408e-138,"[{'quantile': 0.9, 'cutpoint': 2.7109974156424914, 'y2025': {'n': 63563, 'mean_atr': 0.512214012675146, 'sd_atr': 5.230736573291768, 'p': 1.429196603792095e-134}}]",67819,0.37316743098371435,5.625079408997483,7.095499000363087e-67,67378,0.5113119483887919,5.2428187872345475,2.176811167171934e-141,33227,0.4931853361866861,5.132125667798113,1.0638144421336863e-68,34151,0.5289481213746304,5.34833475373529,1.2702827262630294e-74
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret6,lt,0.95,2.7427334049023133,48,1,,,1.2034975681715375e-138,"[{'quantile': 0.9, 'cutpoint': 2.125679406723437, 'y2025': {'n': 321553, 'mean_atr': 0.2400648563019601, 'sd_atr': 5.568020798454369, 'p': 5.207734492650358e-132}}]",338078,0.2150652926585369,5.990807588218839,9.342483615134265e-97,338389,0.2422375475218544,5.566832447437485,2.30501019545049e-141,166550,0.2345251122208524,5.643957667955111,1.6759793033107534e-64,171839,0.2497126032390191,5.49105347207879,2.8568713504890324e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,lwick,lt,0.9,0.526720961575927,48,1,,,1.333196592015395e-138,"[{'quantile': 0.8, 'cutpoint': 0.3823094472185731, 'y2025': {'n': 55238, 'mean_atr': 0.5262362529372486, 'sd_atr': 5.208299938274511, 'p': 1.1877261830993397e-124}}, {'quantile': 0.95, 'cutpoint': 0.6658351130934472, 'y2025': {'n': 66290, 'mean_atr': 0.5213937373636729, 'sd_atr': 5.26750879273411, 'p': 2.8914880290979895e-143}}]",63388,0.3731195424511504,5.637541142898055,2.421579919899587e-62,62654,0.5303336503812631,5.245290057333023,2.622521947311391e-141,30826,0.5043483885306967,5.127661948904071,8.037881182707547e-67,31828,0.5555008516444767,5.356713723697274,2.033581706258773e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,uwick,gt,0.05,0.0,48,1,,,1.333196592015395e-138,"[{'quantile': 0.1, 'cutpoint': 0.011773452811333561, 'y2025': {'n': 65661, 'mean_atr': 0.5075937862780238, 'sd_atr': 5.228355034347054, 'p': 1.3069820793999822e-136}}]",66681,0.33666777140035753,5.613348188309894,4.215240896547511e-54,68247,0.5060118489489317,5.2234494720218105,2.657638609786786e-141,33691,0.47601633544706007,5.104902879823839,1.1360160498400526e-65,34556,0.5352565197844321,5.336405420203174,1.3727060031868696e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,rsi14,lt,0.95,69.34482843120422,48,1,,,1.404583591689076e-138,"[{'quantile': 0.9, 'cutpoint': 65.14519905198497, 'y2025': {'n': 314243, 'mean_atr': 0.24644859356915758, 'sd_atr': 5.600119044001825, 'p': 2.2685139735751447e-134}}]",334743,0.22363995723517202,6.066433214904938,6.102079302865801e-101,332283,0.24627180593659484,5.610120031485561,2.8548446985550327e-141,163634,0.23034250052834437,5.672079563487443,1.217915463923521e-60,168649,0.26172743248151153,5.549314867467832,1.4163421768558164e-83
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,volz,lt,0.95,2.169637038317989,48,1,,,1.618606496059853e-138,"[{'quantile': 0.9, 'cutpoint': 1.5245919420480718, 'y2025': {'n': 63817, 'mean_atr': 0.5119986165985589, 'sd_atr': 5.239515410690602, 'p': 1.5223922562108565e-134}}]",66878,0.37029581804631745,5.644690742091024,1.4945418302655393e-64,66844,0.5139650084517806,5.252633929226798,3.353116959473586e-141,32965,0.47966258510093746,5.151850255174941,4.177208288277773e-64,33879,0.5473420085332631,5.348741003871325,3.8793479382470125e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,volz,lt,0.95,2.122102811268659,48,1,,,1.8280062502325166e-138,"[{'quantile': 0.9, 'cutpoint': 1.4855565314985801, 'y2025': {'n': 64802, 'mean_atr': 0.5052636844830549, 'sd_atr': 5.178606019656176, 'p': 3.572082357714417e-136}}]",67787,0.3615109909121245,5.5645080933263165,3.4975597898950153e-64,67804,0.5044042032765174,5.193095080722308,3.9298133115536437e-141,33457,0.4725296779354404,5.110933264594109,3.725578761070583e-64,34347,0.5354527954195403,5.271786032312787,4.817993308595065e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,atr_regime,lt,0.95,1.4097134892691305,48,1,,,1.8280062502325166e-138,"[{'quantile': 0.9, 'cutpoint': 1.288401638667027, 'y2025': {'n': 64637, 'mean_atr': 0.5211704886351601, 'sd_atr': 5.41403758926202, 'p': 2.8175191338348833e-132}}]",66876,0.36010101332028066,5.795582536569645,4.2751783085857874e-58,67254,0.5233251454004422,5.365877297109,3.87315107974217e-141,33110,0.48776679590957817,5.229138982083126,1.298499818689224e-64,34144,0.5578066634312093,5.495083041536549,1.692632023746825e-78
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,volz,lt,0.95,1.9949176064303027,48,1,,,2.010971608972812e-138,"[{'quantile': 0.9, 'cutpoint': 1.4285134595496047, 'y2025': {'n': 318308, 'mean_atr': 0.24554012700795844, 'sd_atr': 5.553222419665608, 'p': 2.3589381329439656e-137}}]",338046,0.21892109530367326,5.972897690969147,9.102635232929266e-101,335244,0.2427270529692667,5.557705129566851,4.4017514893088436e-141,165174,0.23476104104353804,5.642022788300442,3.751131380215649e-64,170070,0.2504637381801817,5.4745773730166745,2.1213519901045088e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma100,lt,0.95,6.299552939131524,48,1,,,2.5479883145344733e-138,"[{'quantile': 0.9, 'cutpoint': 5.002901713963574, 'y2025': {'n': 316604, 'mean_atr': 0.2492044643268044, 'sd_atr': 5.5477144292208225, 'p': 5.939473534239243e-141}}]",337996,0.23210847101529825,6.010101186350918,1.2093364333654047e-111,335449,0.2425799792877691,5.558243733100764,5.676803233601664e-141,165378,0.236704737746639,5.616511216136521,7.627050892362943e-66,170071,0.24829309731252935,5.501002770276442,2.4779186105942283e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma100,lt,0.9,5.002901713963574,48,1,,,2.6199222568961516e-138,"[{'quantile': 0.8, 'cutpoint': 3.3859101182632028, 'y2025': {'n': 279457, 'mean_atr': 0.2583098080308728, 'sd_atr': 5.564054211658415, 'p': 5.286462440927775e-133}}, {'quantile': 0.95, 'cutpoint': 6.299552939131524, 'y2025': {'n': 335449, 'mean_atr': 0.2425799792877691, 'sd_atr': 5.558243733100764, 'p': 5.676803233601664e-141}}]",320207,0.23964853975225076,5.992370058016035,2.1779016874149705e-113,316604,0.2492044643268044,5.5477144292208225,5.939473534239243e-141,156011,0.23618590588568536,5.610213487803332,4.335489340732446e-62,160593,0.26185158045862467,5.486304719442449,1.515450887025896e-81
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret6,lt,0.95,2.5176362963466175,48,1,,,3.135009668520695e-138,"[{'quantile': 0.9, 'cutpoint': 1.8861019991085053, 'y2025': {'n': 62915, 'mean_atr': 0.5083623165609373, 'sd_atr': 5.273107188348594, 'p': 3.4802202900561704e-129}}]",66910,0.37512628768708667,5.692135238827773,3.6797847044248285e-65,66666,0.516677803390936,5.279655121252815,7.229736180531622e-141,32838,0.49088423581757856,5.166930980045048,2.0109068107276543e-66,33828,0.541716504229706,5.386782721012233,2.2186040781815046e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,range,lt,0.95,1.7336944886196142,48,1,,,3.244265574595448e-138,"[{'quantile': 0.9, 'cutpoint': 1.471230831271178, 'y2025': {'n': 63298, 'mean_atr': 0.5151802905257632, 'sd_atr': 5.2641876506249154, 'p': 7.3486940972685665e-134}}]",66910,0.3634699476894547,5.671587951328364,1.019837848930757e-61,66803,0.5155241731921099,5.273968434288837,7.862119513169082e-141,32918,0.47854174411412737,5.154796474931311,1.1766360813132904e-63,33885,0.5514512087650486,5.387048599072252,3.3269450970315407e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,dow,lt,0.7,3.0,48,1,,,3.244265574595448e-138,"[{'quantile': 0.3, 'cutpoint': 1.0, 'y2025': {'n': 71181, 'mean_atr': 0.4042795114374575, 'sd_atr': 5.400344604025892, 'p': 9.468462904098382e-89}}, {'quantile': 0.8, 'cutpoint': 3.0, 'y2025': {'n': 214406, 'mean_atr': 0.29685547321438105, 'sd_atr': 5.440586869446918, 'p': 7.766788644547396e-141}}]",214461,0.09341314069588613,5.692792663907852,2.984146245373977e-14,214406,0.29685547321438105,5.440586869446918,7.766788644547396e-141,104298,0.3126392993120914,5.444036196344921,8.713568255900541e-77,110108,0.2819045024008253,5.437299999318232,2.4803499832585495e-66
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,dow,lt,0.8,3.0,48,1,,,3.244265574595448e-138,"[{'quantile': 0.7, 'cutpoint': 3.0, 'y2025': {'n': 214406, 'mean_atr': 0.29685547321438105, 'sd_atr': 5.440586869446918, 'p': 7.766788644547396e-141}}, {'quantile': 0.9, 'cutpoint': 4.0, 'y2025': {'n': 284449, 'mean_atr': 0.2673195639261662, 'sd_atr': 5.460269976748716, 'p': 2.7547821223721474e-150}}]",214461,0.09341314069588613,5.692792663907852,2.984146245373977e-14,214406,0.29685547321438105,5.440586869446918,7.766788644547396e-141,104298,0.3126392993120914,5.444036196344921,8.713568255900541e-77,110108,0.2819045024008253,5.437299999318232,2.4803499832585495e-66
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret48,lt,0.9,5.890079132382748,48,1,,,6.123912555091128e-138,"[{'quantile': 0.8, 'cutpoint': 3.9623539181197223, 'y2025': {'n': 55124, 'mean_atr': 0.5065245229908523, 'sd_atr': 5.3033936269299184, 'p': 2.2856285090242255e-111}}, {'quantile': 0.95, 'cutpoint': 7.425274109003823, 'y2025': {'n': 65783, 'mean_atr': 0.5384907749462566, 'sd_atr': 5.282418081482914, 'p': 1.0994032495324051e-150}}]",63357,0.42084520356126864,5.692855133031507,2.790111825002571e-77,62092,0.535157114738188,5.283631860906002,1.5079991047949542e-140,30469,0.45336454970481105,5.120817374323108,7.104204884998544e-54,31623,0.6139648706121393,5.434810634532011,9.189934941641288e-90
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,body,lt,0.95,1.1168719998338568,48,1,,,1.314094493007725e-137,"[{'quantile': 0.9, 'cutpoint': 0.8497742028837347, 'y2025': {'n': 321184, 'mean_atr': 0.24270907045062912, 'sd_atr': 5.57452364879248, 'p': 1.9899949459367055e-134}}]",338078,0.2165005251562027,5.995500620450295,7.09553309742845e-98,338307,0.24134489070803367,5.568755462239949,3.2872907892626016e-140,166492,0.23203091392009695,5.643205514685224,3.5899434020639207e-63,171815,0.2503703112090211,5.495651211398529,1.5440782841369756e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret12,lt,0.95,3.871356034445741,48,1,,,1.4199913303894208e-137,"[{'quantile': 0.9, 'cutpoint': 3.0221243283246215, 'y2025': {'n': 321006, 'mean_atr': 0.2394172342188686, 'sd_atr': 5.565615229638444, 'p': 3.3537878737306256e-131}}]",338078,0.21880325395765327,6.00309127114334,1.1140077211845233e-99,338160,0.24135457790842257,5.568582788296679,3.60770155078613e-140,166506,0.22748949556013784,5.653557173551492,1.3917459611373738e-60,171654,0.2548038386392153,5.4848821424037935,1.4924737192699078e-82
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma5,lt,0.95,1.118157366293079,48,1,,,1.5704174920770127e-137,"[{'quantile': 0.9, 'cutpoint': 0.8420647337646116, 'y2025': {'n': 64077, 'mean_atr': 0.5049126656847471, 'sd_atr': 5.218222696838245, 'p': 1.7472662911037615e-132}}]",67819,0.36784991376347925,5.596334889665843,1.0972224839280439e-65,67668,0.5056299274402464,5.219532791199749,4.0512646371592725e-140,33376,0.4794309250978355,5.1179627901149916,1.1713497303523102e-65,34292,0.531129108070723,5.31647726880309,2.0634004306911367e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma100,lt,0.9,4.893026995803664,48,1,,,1.5815028681903705e-137,"[{'quantile': 0.8, 'cutpoint': 3.3522991017468207, 'y2025': {'n': 54957, 'mean_atr': 0.522544755945515, 'sd_atr': 5.324838406798266, 'p': 4.1219606037285746e-117}}, {'quantile': 0.95, 'cutpoint': 6.124576007421474, 'y2025': {'n': 65345, 'mean_atr': 0.5413242853326025, 'sd_atr': 5.29749051340945, 'p': 2.093049413284999e-150}}]",63311,0.43042746138389315,5.649739051886045,6.652362427385876e-82,61727,0.53776868843104,5.302190873587192,4.141678086646139e-140,30380,0.45255993220676144,5.148253696358007,5.467436461055195e-53,31347,0.62034890389324,5.446040107090964,1.8875515686419418e-90
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret3,lt,0.95,1.9444723233282593,48,1,,,1.7195758909378306e-137,"[{'quantile': 0.9, 'cutpoint': 1.4992621904930128, 'y2025': {'n': 321549, 'mean_atr': 0.2425503599067483, 'sd_atr': 5.5696111665439, 'p': 1.224683162387586e-134}}]",338078,0.215047789058961,5.991363105669639,1.0080409539595698e-96,338405,0.2409482494479249,5.563290115055194,4.570480010310057e-140,166463,0.2336610010201599,5.6407296462971335,4.4309916751257965e-64,171942,0.24800328681535716,5.487284332722936,2.2961311428673542e-78
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,atr_regime,lt,0.95,1.4050904857553967,48,1,,,2.117920813493818e-137,"[{'quantile': 0.9, 'cutpoint': 1.2875749795208984, 'y2025': {'n': 65551, 'mean_atr': 0.5110365636394637, 'sd_atr': 5.352598499249888, 'p': 5.791293018213157e-132}}]",67785,0.3558011760752309,5.709288842257417,3.3419745560982804e-59,68123,0.5123472406950342,5.309494620472591,5.712028460407811e-140,33567,0.4767079387175702,5.187718915281047,1.335086710745651e-63,34556,0.5469665383416811,5.425019421186933,2.2405096440424245e-78
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,rsi7,lt,0.95,77.55632152849978,48,1,,,2.240298962989469e-137,"[{'quantile': 0.9, 'cutpoint': 72.09205663147819, 'y2025': {'n': 315281, 'mean_atr': 0.24340050371964647, 'sd_atr': 5.590578341143176, 'p': 5.5058869879432724e-132}}]",334744,0.22419178108798243,6.056572945116041,9.371249413176982e-102,332833,0.24436231534817734,5.598060177945395,6.129648507241356e-140,163835,0.2337327865384179,5.6735519146622275,1.9894236519633664e-62,168998,0.2546671050649015,5.523887219897593,4.202831511190208e-80
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma10,lt,0.95,1.7248686027941273,48,1,,,2.260617900681622e-137,"[{'quantile': 0.9, 'cutpoint': 1.285831021254786, 'y2025': {'n': 62902, 'mean_atr': 0.5118414041116052, 'sd_atr': 5.267749348348509, 'p': 3.6225175694226103e-131}}]",66910,0.37951043957674874,5.686300055784765,8.793030234650361e-67,66620,0.5143221096795166,5.271613022153045,6.273603461084863e-140,32810,0.49191652067057257,5.160964840416128,8.647990943375988e-67,33810,0.5360650075021568,5.376799094208274,4.57414601885197e-75
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret1,lt,0.95,1.126240692404922,48,1,,,4.2114044083518574e-137,"[{'quantile': 0.9, 'cutpoint': 0.8565080482374499, 'y2025': {'n': 321334, 'mean_atr': 0.24407598121919977, 'sd_atr': 5.573467241579228, 'p': 4.894436380851627e-136}}]",338078,0.21817876425049354,5.995378623399638,2.2585474110628495e-99,338324,0.24089876347384007,5.5698359507003685,1.1851982387481774e-139,166454,0.2327675912462396,5.64428158688012,1.594467004496581e-63,171870,0.24877370466179025,5.496780213507515,1.5235515140561135e-78
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma5,lt,0.95,1.2211974786166335,48,1,,,5.929820597961903e-137,"[{'quantile': 0.9, 'cutpoint': 0.9420338414416336, 'y2025': {'n': 321866, 'mean_atr': 0.23864505341466513, 'sd_atr': 5.569059124901388, 'p': 1.4888769149352308e-130}}]",338078,0.21609597916417733,5.990605564007125,1.1296190415283429e-97,338323,0.24082037177646454,5.5711449355496905,1.6919828941964468e-139,166512,0.2327811087343107,5.651303199090404,2.1243218596448511e-63,171811,0.24861168762745853,5.492347952712499,1.5324427457775798e-78
