family,feature,quintile,hour_block,horizon_bars,outcome,n_state,n_comp,effect,state_mean,comp_mean,p,q
abnormal_activity,tickvol_z48,3,5.0,24,move_ge_1atr,327,57762,0.09795494260059234,0.9908256880733946,0.8928707454728022,1.0394017995791101e-08,1.0394017995791101e-08
abnormal_activity,tickvol_z48,4,,24,move_ge_1atr,8468,49621,0.1236597690132204,0.9990552668871044,0.875395497873884,1.2998414392232555e-254,7.149127915727906e-254
abnormal_activity,tickvol_z48,4,1.0,24,move_ge_1atr,1801,56288,0.10826888068942808,0.9983342587451416,0.8900653780557135,1.2064861632632274e-48,1.9516687935140445e-48
abnormal_activity,tickvol_z48,4,2.0,24,move_ge_1atr,4159,53930,0.11453797405174715,0.9997595575859581,0.885221583534211,1.044056057743811e-117,3.3778284221123294e-117
abnormal_activity,tickvol_z48,4,3.0,24,move_ge_1atr,1548,56541,0.10883208302296654,0.9993540051679587,0.8905219221449922,1.1590673064575551e-42,1.677597417241198e-42
abnormal_activity,tickvol_z48,4,4.0,24,move_ge_1atr,887,57202,0.10479584858532753,0.9966178128523112,0.8918219642669837,1.0484267839047503e-23,1.1768055737706381e-23
abnormal_activity,tickvol_z48,5,,24,move_ge_1atr,27320,30769,-0.2177652982287558,0.7780746705710102,0.995839968799766,0.0,0.0
abnormal_activity,tickvol_z48,5,0.0,24,move_ge_1atr,9275,48814,-0.30696284935268336,0.6354716981132076,0.942434547465891,0.0,0.0
abnormal_activity,tickvol_z48,5,1.0,24,move_ge_1atr,3856,54233,0.08637808218465381,0.9740663900414938,0.8876883078568399,2.6290181320277603e-63,5.355407305982475e-63
abnormal_activity,tickvol_z48,5,2.0,24,move_ge_1atr,3982,54107,0.11415181223261528,0.9997488699146158,0.8855970576820005,2.1338843849481925e-112,6.520202287341699e-112
abnormal_activity,tickvol_z48,5,4.0,24,move_ge_1atr,6056,52033,-0.24823119948190586,0.6710700132100397,0.9193012126919455,0.0,0.0
abnormal_activity,tickvol_z48,5,5.0,24,move_ge_1atr,2297,55792,-0.07895614896002179,0.8175881584675664,0.8965443074275882,2.8471110690373648e-33,3.558888836296706e-33
abnormal_activity,gap_atr,1,,24,move_ge_1atr,10094,47995,0.12515566715895898,0.9968297998811175,0.8716741327221585,2.598308145495888e-300,1.786336850028423e-299
abnormal_activity,gap_atr,1,0.0,24,move_ge_1atr,1481,56608,0.10936616732617299,1.0,0.890633832673827,2.5297908204144443e-41,3.4784623780698607e-41
abnormal_activity,gap_atr,1,1.0,24,move_ge_1atr,2636,55453,0.10925971923837563,0.9977238239757208,0.8884641047373452,1.3972628457744145e-70,3.3412807181562085e-70
abnormal_activity,gap_atr,1,2.0,24,move_ge_1atr,2569,55520,0.11150936599423633,1.0,0.8884906340057637,1.0503408582700408e-71,2.625852145675102e-71
abnormal_activity,gap_atr,1,3.0,24,move_ge_1atr,1540,56549,0.10948027374489377,1.0,0.8905197262551062,6.073579280155804e-43,9.028293524555925e-43
abnormal_activity,gap_atr,1,4.0,24,move_ge_1atr,945,57144,0.10296182965229583,0.9947089947089947,0.8917471650566988,2.604858241160738e-24,3.0482383673157568e-24
