interval_id,target_symbol,currency,research_profile,mask_start_server_epoch,mask_end_server_epoch,source_event_ids
308,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733941500,1733942100,221804
309,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733950500,1733951100,213003
310,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1734020700,1734021300,191597;224310
311,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1734036900,1734037500,213006
312,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1734452700,1734453300,195011;195023
313,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1734546300,1734546900,222544
314,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1734558900,1734559500,184742
315,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1734560700,1734561300,184750
316,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1734625500,1734626100,192010;197690;197761;224311
317,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1734630900,1734631500,189043
318,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1734711900,1734712500,197630;197640
319,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1734971100,1734971700,234751
320,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1734976500,1734977100,192223;234749
321,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1735230300,1735230900,224312
322,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1735332900,1735333500,234501
323,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1735580400,1735581000,224295
324,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1735835100,1735835700,230215
325,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1735839600,1735840200,230641
326,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1735844100,1735844700,224051
327,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1735926900,1735927500,193541;193555
328,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1736185200,1736185800,231434
329,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1736272500,1736273100,225573;225600;229930
330,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1736283300,1736283900,237866
331,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1736352600,1736353200,224036
332,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1736353500,1736354100,238960
